id,content
0,COL title VAL sony wh-1000xm4 noise cancelling headphones COL category VAL audio equipment COL brand VAL sony COL modelno VAL 300046 COL price VAL 349.99
1,COL title VAL epson color ink cartridge 203 9876543 COL category VAL laser printer ink COL brand VAL epson COL modelno VAL 9876543 COL price VAL 25.99
2,COL title VAL corsair 256mx64 pc3200 hp pavilion 2g COL category VAL electronics components COL brand VAL corsair COL modelno VAL cmx256 / 2g COL price VAL 75.99
3,COL title VAL logitech g502 hero gaming mouse with customizable rgb lighting and programmable buttons COL category VAL gaming mouse COL brand VAL logitech COL modelno VAL g502 COL price VAL 49.99
4,COL title VAL logitech g502 hero gaming mouse COL category VAL gaming mice COL brand VAL logitech COL modelno VAL g502 COL price VAL 79.99
5,COL title VAL otterbox defender series case for galaxy tab s8 COL category VAL rugged cases COL brand VAL otterbox COL modelno VAL 77-60284 COL price VAL 49.99
6,COL title VAL easy to navigate flip phone with large display loud audio safety alert device red COL category VAL flip phones COL brand VAL motorola COL modelno VAL razrred COL price VAL 99.99
7,COL title VAL maxell 100pk dvd-r 4.7gb 120min 16x-spindle 29999 COL category VAL dvd-r discs COL brand VAL maxell COL modelno VAL 29999 COL price VAL 24.99
8,COL title VAL 4x blu-ray media COL category VAL blu-ray discs COL brand VAL sony COL modelno VAL 45678 COL price VAL 19.99
9,COL title VAL igo retro gaming console gx20002-0010 COL category VAL electronics COL brand VAL retrotech COL modelno VAL gx20002-0010 COL price VAL 89.99
10,COL title VAL dell wireless mouse COL category VAL computer peripherals COL brand VAL dell COL modelno VAL wm326 #xyz COL price VAL 45.99
11,COL title VAL canon imageCLASS LBP6030w printer COL category VAL monochrome printers COL brand VAL canon COL modelno VAL lbp6030w COL price VAL 89.99
12,COL title VAL canon 2975 monochrome ink cartridge - bulk packaging pgi-270 COL category VAL inkjet printer cartridge COL brand VAL canon COL modelno VAL pgi-270 COL price VAL
13,COL title VAL canon - compact photo printer - 50 sheets COL category VAL copiers COL brand VAL canon COL modelno VAL selphy cp1300 COL price VAL 199.99
